id,pcat_id,code,field1,field2,field3,field4,field5,field6
1056,87,BON-CHAINFILE-037,"Compatible with 5PCS-PIEDRA DE AFILAR 4,0mm (COLOR NEGRO, IMPORTADO)",,,,,
1057,87,BON-CHAINFILE-038,"Compatible with 5PCS-PIEDRA DE AFILAR 4,8mm (COLOR NEGRO, IMPORTADO)",,,,,
1058,87,BON-CHAINFILE-039,"Compatible with 5PCS-PIEDRA DE AFILAR 5,5mm (COLOR NEGRO, IMPORTADO)",,,,,
1059,87,BON-CHAINFILE-040,"Compatible with 5PCS-PIEDRA DE AFILAR 4,0mm (COLOR BLANCO, IMPORTADO)",,,,,
1060,87,BON-CHAINFILE-041,"Compatible with 5PCS-PIEDRA DE AFILAR 4,8mm (COLOR BLANCO, IMPORTADO)",,,,,
1061,87,BON-CHAINFILE-042,"Compatible with 5PCS-PIEDRA DE AFILAR 5,5mm (COLOR BLANCO, IMPORTADO)",,,,,
1062,87,BON-CHAINFILE-043,"Compatible with GUÍA DE ARCHIVO PARA RONDA
LIMA DE SIERRA DE CADENA Y FLAT
ARCHIVO DE ",,,,,
1063,87,BON-CHAINFILE-044,"Compatible with GUÍA DE ARCHIVO PARA RONDA
LIMA DE SIERRA DE CADENA Y FLAT
ARCHIVO DE ",,,,,
1064,87,BON-CHAINFILE-045,"Compatible with MINI MOLINILLO 12V
CERTIFICACIÓN CE
Model: 12V, 50HZ
POTENCIA: 85W
PI",,,,,
1065,87,BON-CHAINFILE-046,"Compatible with MINI MOLINILLO 12V
CERTIFICACIÓN CE
Model: 12V, 50HZ
POTENCIA: 85W
PI",,,,,
1066,87,BON-CHAINFILE-047,"Compatible with AMOLADORA ELÉCTRICA 230V
CERTIFICACIÓN CE
Model: 230V,50HZ
POTENCIA: ",,,,,
1067,87,BON-CHAINFILE-048,"Compatible with AFILADOR DE Chainsaw
CERTIFICACIÓN CE
Model: 230V,50HZ
POTENCIA: 23",,,,,
1068,87,BON-CHAINFILE-049,"Compatible with MINI SACAPUNTAS ELÉCTRICO 220V
CERTIFICACIÓN CE
Model: 220V 50HZ
POTE",,,,,
1069,87,BON-CHAINFILE-050,Compatible with ROMPECADENAS,,,,,
1070,87,BON-CHAINFILE-051,Compatible with HILANDERO DE CADENA,,,,,
1071,87,BON-CHAINFILE-052,Compatible with ROMPECADENAS,,,,,
1072,87,BON-CHAINFILE-053,Compatible with HILANDERO DE CADENA,,,,,
1073,87,BON-CHAINFILE-054,Compatible with ROMPECADENAS COMBINADO Y SPINNER,,,,,
1074,87,BON-CHAINFILE-055,Compatible with TORNILLO DE BANCO,,,,,
1075,88,spark-plug,Model,Thread,Thread Length,Size HEXAGONAL,,
1076,88,BON-SPARKPLUG-001,Compatible with SPB2LM / B2LM / W11EO,M14,9.5,20.8,,
1077,88,BON-SPARKPLUG-002,Compatible with SPBR2LM / BR2LM / WR11EO,M14,9.5,20.8,,
1078,88,BON-SPARKPLUG-003,Compatible with SPB3LM / B3LM,M14,9.5,20.8,,
1079,88,BON-SPARKPLUG-004,Compatible with SPB4LM / B4LM / W9ECO,M14,9.5,20.8,,
1080,88,BON-SPARKPLUG-005,Compatible with SPBR4-LM / BR4-LM / WR9ECO,M14,9.5,20.8,,
1081,88,BON-SPARKPLUG-006,Compatible with SPB6S / B6S / W8EC,M14,9.5,20.8,,
1082,88,BON-SPARKPLUG-007,Compatible with SPB6L / B6L / W7EC,M14,11.2,20.8,,
1083,88,BON-SPARKPLUG-008,Compatible with SPBM4A / BM4A / WS9E,M14,9.5,19,,
1084,88,BON-SPARKPLUG-009,Compatible with SPBM5A / BM5A / WS8E,M14,9.5,19,,
1085,88,BON-SPARKPLUG-010,Compatible with SPBM6A / BM6A / WS7E,M14,9.5,19,,
1086,88,BON-SPARKPLUG-011,Compatible with SPD8EA / D8EA / X4CC,M12,19,17.5,,
1087,88,BON-SPARKPLUG-012,Compatible with SPDP8EA / DP8EA / X5CC,M12,19,17.5,,
1088,88,BON-SPARKPLUG-013,Compatible with SPDPR8EA / DPR8EA / X5RDC,M12,19,17.5,,
1089,88,BON-SPARKPLUG-014,Compatible with SPDPR9EA / DPR9EA / XR4DC,M12,19,17.5,,
1090,88,BON-SPARKPLUG-015,Compatible with SPBM8F / BM8F / HS8E,M14,7.8,16,,
1091,88,BON-SPARKPLUG-016,Compatible with SPBM6F / BM6F / HS7E,M14,7.8,16,,
1092,88,BON-SPARKPLUG-017,Compatible with SPBM7A / BM7A / WS6E,M14,9.5,19,,
1093,88,BON-SPARKPLUG-018,Compatible with SPBPM6A / BPM6A / WE7F,M14,9.5,19,,
1094,88,BON-SPARKPLUG-019,Compatible with SPBPMR6A / BPMR6A / BSR7F,M14,9.5,19,,
1095,88,BON-SPARKPLUG-020,Compatible with SPBPM7A / BPM7A / WS6F,M14,9.5,19,,
1096,88,BON-SPARKPLUG-021,Compatible with SPBPMR7A / BPMR7A / WSR6F,M14,9.5,19,,
1097,88,BON-SPARKPLUG-022,Compatible with SPBPR5ES / BPR5ES / WR8DC,M14,19,20.8,,
1098,88,BON-SPARKPLUG-023,Compatible with SPBPR6ES / BPR6ES / WR6DC,M14,19,20.8,,
1099,88,BON-SPARKPLUG-024,Compatible with SPBKR5E / BKR5E / FR8D+,M14,19,16,,
1100,88,BON-SPARKPLUG-025,Compatible with SPBKR4E / BKR4E / FR8DC,M14,19,16,,
1101,88,BON-SPARKPLUG-026,Compatible with SPBP5ES / BP5ES / W8D,M14,19,20.8,,
1102,88,BON-SPARKPLUG-027,Compatible with SPBP6ES / BP6ES / W7DC,M14,19,20.8,,
1103,88,BON-SPARKPLUG-028,Compatible with SPCMR6A / CMR6A,M10,9.5,16,,
1104,88,BON-SPARKPLUG-029,Compatible with SPCMR6H / CMR6H / USR6AC,M10,12.7,16,,
1105,88,BON-SPARKPLUG-030,Compatible with SPCMR7A / CMR7A,M10,9.5,16,,
1106,88,BON-SPARKPLUG-031,Compatible with SPCMR7H / CMR7H / USR7AC,M10,12.7,16,,
1107,88,BON-SPARKPLUG-032,Compatible with SPB6HS / B6HS / W6AC,M14,12.7,20.8,,
1108,88,BON-SPARKPLUG-033,Compatible with SPB7HS / B7HS / W5AC,M14,12.7,20.8,,
1109,88,BON-SPARKPLUG-034,Compatible with SPBP6HS / BP6HS / W6BC,M14,12.7,20.8,,
1110,88,BON-SPARKPLUG-035,Compatible with SPBP7HS / BP7HS / W5BC,M14,12.7,20.8,,
1111,88,BON-SPARKPLUG-036,Compatible with SPBPR6HS / BPR6HS / WR6BC,M14,12.7,20.8,,
1112,88,BON-SPARKPLUG-037,Compatible with SPC7HSA / C7HSA / U6AC,M10,12.7,16,,
1113,88,BON-SPARKPLUG-038,Compatible with SPCR8E / CR8E / UR5CC,M10,19,16,,
1114,88,BON-SPARKPLUG-039,Compatible with SPCPR8EA / CPR8EA / UR4DC,M10,19,16,,
1115,88,BON-SPARKPLUG-040,Compatible with SPC9E / C9E,M10,19,16,,
1116,90,PISTOLA-DE-AIRE,Model,,,,,
1117,90,BON-SG-KIT001,"Compatible with KITS DE PISTOLAS PULVERIZADORAS

1 PISTOLA DE PINTURA
1 PISTOLA DE SOP",,,,,
1118,90,BON-SG-KIT002,"Compatible with KITS DE PISTOLAS PULVERIZADORAS

1 PISTOLA DE PINTURA
1 PISTOLA DE SOP",,,,,
1119,90,BON-SG-HVLP-001,"Compatible with PISTOLA ROCIADORA

BOQUILLA: 1,4 MM
CAPACIDAD DE PINTURA: 600CC
PRESIÓ",,,,,
1120,90,BON-SG-HVLP-002,"Compatible with PISTOLA ROCIADORA

BOQUILLA: 1,7 MM
CAPACIDAD DE PINTURA: 600CC
PRESIÓ",,,,,
1121,90,BON-SG-HVLP-004,"Compatible with PISTOLA ROCIADORA

BOQUILLA: 1,4 MM
CAPACIDAD DE PINTURA: 600CC
PRESIÓ",,,,,
1122,90,BON-SG-HVLP-003,"Compatible with PISTOLA ROCIADORA

BOQUILLA: 1,7 MM
CAPACIDAD DE PINTURA : 600CC
PRESI",,,,,
1123,90,BON-SG-LVLP-004,"Compatible with PISTOLA ROCIADORA

BOQUILLA: 1,4 MM
CAPACIDAD DE PINTURA : 600CC
PRESI",,,,,
1124,90,BON-SGM-HVLP-001,"Compatible with PISTOLA ROCIADORA

BOQUILLA: 1,4 MM
CAPACIDAD DE PINTURA: 1000CC
PRESI",,,,,
1125,90,BON-PHG-001,"Compatible with PISTOLA DE TOLVA DE PISTOLA

BOQUILLA DE FLUIDO: 4,0 MM
VASO DE PLÁSTI",,,,,
1126,90,BON-PHG-002,"Compatible with PISTOLA DE TOLVA DE PISTOLA

BOQUILLA DE FLUIDO: 6,0 MM
VASO DE PLÁSTI",,,,,
1127,90,BON-PHG-003,"Compatible with PISTOLA DE TOLVA DE PISTOLA

BOQUILLA DE FLUIDO: 8,0 MM
VASO DE PLÁSTI",,,,,
1128,90,BON-TIG-001,Compatible with PISTOLA PARA INFLAR NEUMÁTICOS,,,,,
1129,90,BON-ACG-001,Compatible with PISTOLA DE LIMPIEZA DE AIRE,,,,,
1130,91,HERRAMIENT-AS-DE-JARDIN,Model,TIPO,Size,,,
1131,91,BON-HT-W-SH-001,"
Compatible with BON-HT-W-SH-001
PALA","Pala Redonda Con Mango De 
Madera Y Puño De Hierro",215x290x1050mm,,,
1132,91,BON-HT-W-SH-002,"
Compatible with BON-HT-W-SH-002
PALA","Pala Cuadrada Con Mango De 
Madera Y Puño De Hierro",230x280x1050mm,,,
1133,91,BON-HT-W-SH-003,"Compatible with BON-HT-W-SH-003
PALA","Palas Para Carbón Con Mango De 
Madera Y Agarre De Hierro",300x440x1100mm,,,
1134,91,BON-HT-W-S-001,"
Compatible with BON-HT-W-S-001
PALA","Drenaje Pala Con Madera
Mango Pa Grip",160x360x1050mm,,,
1135,91,BON-HT-W-S-002,"Compatible with BON-HT-W-S-002
PALA","Pala Con Mango De Madera 
Empuñadura De Pvc D",220x310x1050mm,,,
1136,91,BON-HT-W-S-003,"Compatible with PALA
BON-HT-W-S-003
","Pala Con Mango De Madera Y 
Puño De Hierro",220x310x1050mm,,,
1137,91,BON-HT-W-PHD-001,"
Compatible with BON-HT-W-PHD-001
EXCAVADORA DE AGUJEROS 
PARA POSTES","Excavadora Para Postes Mango 
Madera",140x350x1450mm,,,
1138,91,BON-HT-W-FR-001,"
Compatible with BON-HT-W-FR-001
HORQUILLA 4 PUAS","Horquilla Soldada Con Mango De 
Madera D Puño De Pvc",185x285x1050mm/1150mm,,,
1139,91,BON-HT-W-FR-002,"
Compatible with BON-HT-W-FR-002
HORQUILLA 4 PUAS","Tenedor Con Mango De Madera D 
Puño De Pvc",150x230x1050mm,,,
1140,91,BON-HT-W-FR-003,"Compatible with BON-HT-W-FR-003
HORQUILLA 4 PUAS 
","Horquilla Excavadora Dientes 
Cuadrados Totalmente Forjada 
Mango De M",180x290x1050mm/1150mm,,,
1141,91,BON-HT-M-SH-001,"
Compatible with BON-HT-M-SH-001
PALA","Pala Redonda Todo Metal Acero 
",215x285x1150mm,,,
1142,91,BON-HT-M-SH-002,"
Compatible with BON-HT-M-SH-002
PALA","Pala Cuadrada Todo Metal Acero
",230x280x1150mm,,,
1143,91,BON-HT-M-S-001,"
Compatible with BON-HT-M-S-001
PALA","Pala Larga De Acero Todo Metálico 
Con Empuñadura En D De Plástico 
",160x445x1150m,,,
1144,91,BON-HT-M-S-001,"Compatible with BON-HT-M-S-001
PALA","Pala Larga De Acero Todo Metálico 
Con Empuñadura En D De Plástico 
",160x445x1150m,,,
1145,91,BON-HT-M-S-001,"
Compatible with BON-HT-M-S-001
PALA","Pala Larga De Acero Todo Metálico 
Con Empuñadura En D De Plástico 
",160x445x1150m,,,
1146,91,BON-HT-M-FR-001,"
Compatible with BON-HT-M-FR-001
HORQUILLA 4 PUAS","Horquilla Todo Metal Acero
",185x285x1150mm,,,
1147,91,BON-HT-M-FR-001,"
Compatible with BON-HT-M-FR-001
HORQUILLA 4 PUAS","Horquilla Todo Metal Acero
",185x285x1150mm,,,
1148,91,BON-HT-S-SH-001,"
Compatible with BON-HT-S-SH-001
PALA","Pala Redonda Con Tubo De Acero Ergo 
Revestido Pvc + Puño TPR 
",218x290x1100mm,,,
1149,91,BON-HT-S-SH-002,"
Compatible with BON-HT-S-SH-002
PALA","Pala Cuadrada Con Tubo De Acero Ergo 
Recubierto De PVC + Puño TPR 
",230x280x1100mm,,,
1150,91,BON-HT-S-FR-001,"
Compatible with BON-HT-S-FR-001
HORQUILLA 4 PUAS","Horquilla Inoxidable Con Ergo Tubo De 
Acero Recubierto De PVC+Grip TP",180x290x1100mm,,,
1151,91,BON-HT-S-S-001,"
Compatible with BON-HT-S-S-001
PALA","Pala De Borde Con Tubo De Acero Ergo 
Recubierto De Pvc + Empuñadura T",140x250x1050mm,,,
1152,91,BON-HT-S-S-002,"
Compatible with BON-HT-S-S-002
PALA",Pala De Desagüe Con Tubo De Acero Ergo Recubierto De Pvc + Mango Tpr,160x360x1100mm,,,
1153,91,BON-HT-LF-001,"Compatible with BON-HT-LF-001
RASTRILLO DE HOJAS 
","Rastrillo De Hojas 22t Con Mango 
Largo De fibra De Vidrio 
",1500mm,,,
1154,91,BON-HT-SHH-001,"BON-HT-SHH-001
CABEZA DE LA PALA",,,,,
1155,91,BON-HT-SHH-002,"Compatible with BON-HT-SHH-002
CABEZA DE LA PALA",,,,,
1156,91,BON-HT-SHH-003,"BON-HT-SHH-003
CABEZA DE LA PALA",,,,,
1157,91,BON-HT-SHH-004,"Compatible with BON-HT-SHH-004
CABEZA DE LA PALA",,,,,
1158,91,BON-HT-SHH-005,"Compatible with BON-HT-SHH-005
CABEZA DE LA PALA",,,,,
1159,91,BON-HT-SHH-006,"Compatible with BON-HT-SHH-006
CABEZA DE LA PALA",,,,,
1160,91,BON-HT-SHH-007,"Compatible with BON-HT-SHH-007
CABEZA DE LA PALA",,,,,
1161,91,BON-HT-SHH-008,"Compatible with BON-HT-SHH-008
CABEZA DE LA PALA",,,,,
1162,91,BON-HT-SHH-009,"Compatible with BON-HT-SHH-009
CABEZA DE LA PALA",,,,,
1163,91,BON-HT-SHH-010,"Compatible with BON-HT-SHH-010
CABEZA DE LA PALA",,,,,
1164,91,BON-HT-SHH-011,"Compatible with BON-HT-SHH-011
CABEZA DE LA PALA",,,,,
1165,91,BON-HT-SHH-012,"Compatible with BON-HT-SHH-012
CABEZA DE LA PALA",,,,,
1166,91,BON-HT-SHH-013,"Compatible with BON-HT-SHH-013
CABEZA DE LA PALA",,,,,
1167,91,BON-HT-SHH-014,"Compatible with BON-HT-SHH-014
CABEZA DE LA PALA",,,,,
1168,91,BON-HT-SHH-015,"Compatible with BON-HT-SHH-015
CABEZA DE LA PALA",,,,,
1169,91,BON-HT-SHH-016,"Compatible with BON-HT-SHH-016
CABEZA DE LA PALA",,,,,
1170,91,BON-HT-SHH-017,"Compatible with BON-HT-SHH-017
CABEZA DE LA PALA",,,,,
1171,91,BON-HT-FRH-001,"Compatible with BON-HT-FRH-001
HORQUILLA DE LA CABEZA",,,,,
1172,91,BON-HT-FRH-002,"Compatible with BON-HT-FRH-002
HORQUILLA DE LA CABEZA",,,,,
1173,91,BON-HT-FRH-003,"Compatible with BON-HT-FRH-003
HORQUILLA DE LA CABEZA",,,,,
1174,91,BON-HT-FRH-004,"Compatible with BON-HT-FRH-004
HORQUILLA DE LA CABEZA",,,,,
1175,91,BON-HT-FRH-005,"Compatible with BON-HT-FRH-005
HORQUILLA DE LA CABEZA",,,,,
1176,91,BON-HT-FRH-006,"Compatible with BON-HT-FRH-006
HORQUILLA DE LA CABEZA",,,,,
1177,91,BON-HT-FRH-007,"Compatible with BON-HT-FRH-007
HORQUILLA DE LA CABEZA",,,,,
1178,91,BON-HT-FRH-008,"Compatible with BON-HT-FRH-008
HORQUILLA DE LA CABEZA",,,,,
1179,91,BON-HT-FRH-009,"Compatible with BON-HT-FRH-009
HORQUILLA DE LA CABEZA",,,,,
1180,91,BON-HT-FRH-010,"Compatible with BON-HT-FRH-010
HORQUILLA DE LA CABEZA",,,,,
1181,91,BON-HT-FRH-011,"Compatible with BON-HT-FRH-011
HORQUILLA DE LA CABEZA",,,,,
1182,91,BON-HT-FRH-012,"Compatible with BON-HT-FRH-012
HORQUILLA DE LA CABEZA",,,,,
1183,91,BON-HT-GR-001,"Compatible with BON-HT-GR-001
RASTRILLO DE JARDÍN",,,,,
1184,91,BON-HT-GR-002,"Compatible with BON-HT-GR-002
RASTRILLO DE JARDÍN",,,,,
1185,91,BON-HT-GR-003,"Compatible with BON-HT-GR-003
RASTRILLO DE JARDÍN",,,,,
1186,91,BON-HT-GR-004,"Compatible with BON-HT-GR-004
RASTRILLO DE JARDÍN",,,,,
1187,91,BON-HT-GR-005,"Compatible with BON-HT-GR-005
RASTRILLO DE JARDÍN",,,,,
1188,91,BON-HT-GR-006,"Compatible with BON-HT-GR-006
RASTRILLO DE JARDÍN",,,,,
1189,91,BON-HT-GR-007,"Compatible with BON-HT-GR-007
RASTRILLO DE JARDÍN",,,,,
1190,91,BON-HT-GR-008,"Compatible with BON-HT-GR-008
RASTRILLO DE JARDÍN",,,,,
1191,91,BON-HT-GR-009,"Compatible with BON-HT-GR-009
RASTRILLO DE JARDÍN",,,,,
1192,91,BON-HT-GR-010,"Compatible with BON-HT-GR-010
RASTRILLO DE JARDÍN",,,,,
1193,91,BON-HT-GT-001,"Compatible with BON-HT-GT-001
HERRAMIENTAS DE JARDÍN",,,,,
1194,91,BON-HT-GT-002,"Compatible with BON-HT-GT-002
HERRAMIENTAS DE JARDÍN",,,,,
1195,91,BON-HT-GT-003,"Compatible with BON-HT-GT-003
HERRAMIENTAS DE JARDÍN",,,,,
1196,91,BON-HT-SICKLE-001,"Compatible with BON-HT-SICKLE-001
HOZ",,,,,
1197,91,BON-HT-SICKLE-002,"Compatible with BON-HT-SICKLE-002
HOZ",,,,,
1198,91,BON-HT-SICKLE-003,"BCompatible with ON-HT-SICKLE-003
HOZ",,,,,
1199,91,BON-HT-SP-001,"Compatible with BON-HT-SP-001
PICO DE ACERO",,,,,
1200,91,BON-HT-SP-002,"Compatible with BON-HT-SP-002
PICO DE ACERO",,,,,
1201,91,BON-HT-SP-003,"Compatible with BON-HT-SP-003
PICO DE ACERO",,,,,
1202,91,BON-HT-SP-004,"Compatible with BON-HT-SP-004
PICO DE ACERO",,,,,
1203,91,BON-HT-SP-005,"Compatible with BON-HT-SP-005
PICO DE ACERO",,,,,
1204,91,BON-HT-SP-006,"Compatible with BON-HT-SP-006
PICO DE ACERO",,,,,
1205,91,BON-HT-AXE-001,"Compatible with BON-HT-AXE-001
HACHA",,,,,
1206,91,BON-HT-AXE-002,"Compatible with BON-HT-AXE-002
HACHA",,,,,
1207,91,BON-HT-AXE-003,"Compatible with BON-HT-AXE-003
HACHA",,,,,
1208,91,BON-HT-AXE-004,"Compatible with BON-HT-AXE-004
HACHA",,,,,
1209,91,BON-HT-AXE-005,"Compatible with BON-HT-AXE-005
HACHA",,,,,
1210,91,BON-HT-AXE-006,"Compatible with BON-HT-AXE-006
HACHA",,,,,
1211,91,BON-HT-AXE-007,"Compatible with BON-HT-AXE-007
HACHA",,,,,
1212,91,BON-HT-HMR-001,"Compatible with BON-HT-HMR-001
MARTILLO",,,,,
1213,91,BON-HT-HMR-002,"Compatible with BON-HT-HMR-002
MARTILLO",,,,,
1214,91,BON-HT-HMR-003,"Compatible with BON-HT-HMR-003
MARTILLO",,,,,
1215,91,BON-HT-HMR-004,"Compatible with BON-HT-HMR-004
MARTILLO",,,,,
1216,91,BON-HT-HMR-005,"Compatible with BON-HT-HMR-005
MARTILLO",,,,,
1217,91,BON-HT-GS-001,"Compatible with BON-HT-GS-001
SIERRA DE JARDÍN",,,,,
1218,91,BON-HT-GS-002,"Compatible with BON-HT-GS-002
SIERRA DE JARDÍN",,,,,
1219,91,BON-HT-GS-003,"Compatible with BON-HT-GS-003
SIERRA DE JARDÍN",,,,,
1220,91,BON-HT-GS-004,"Compatible with BON-HT-GS-004
SIERRA DE JARDÍN",,,,,
1221,91,BON-HT-GS-005,"Compatible with BON-HT-GS-005
SIERRA DE JARDÍN",,,,,
1222,91,BON-HT-GS-006,"Compatible with BON-HT-GS-006
SIERRA DE JARDÍN",,,,,
1223,91,BON-HT-GS-007,"Compatible with BON-HT-GS-007
SIERRA DE JARDÍN",,,,,
1224,91,BON-HT-MCT-001,"Compatible with BON-HT-MCT-001
MACHETE",,,,,
1225,91,BON-HT-MCT-002,"Compatible with BON-HT-MCT-002
MACHETE",,,,,
1226,91,BON-HT-MCT-003,"Compatible with BON-HT-MCT-003
MACHETE",,,,,
1227,91,BON-HT-MCT-004,"Compatible with BON-HT-MCT-004
MACHETE",,,,,
1228,91,BON-HT-MCT-005,"Compatible with BON-HT-MCT-005
MACHETE",,,,,
1229,91,BON-HT-MCT-006,"Compatible with BON-HT-MCT-006
MACHETE",,,,,
1230,91,BON-HT-MCT-007,"Compatible with BON-HT-MCT-007
MACHETE",,,,,
1231,91,BON-HT-MCT-008,"Compatible with BON-HT-MCT-008
MACHETE",,,,,
1232,91,BON-HT-GH-001,"Compatible with BON-HT-GH-001
JARDÍN LA AZADA",,,,,
1233,91,BON-HT-GH-002,"Compatible with BON-HT-GH-002
JARDÍN LA AZADA",,,,,
1234,91,BON-HT-GH-003,"Compatible with BON-HT-GH-003
JARDÍN LA AZADA",,,,,
1235,91,BON-HT-GH-004,"Compatible with BON-HT-GH-004
JARDÍN LA AZADA",,,,,
1236,91,BON-HT-GH-005,"Compatible with BON-HT-GH-005
JARDÍN LA AZADA",,,,,
1237,91,BON-HT-GH-006,"Compatible with BON-HT-GH-006
JARDÍN LA AZADA",,,,,
1238,91,BON-HT-GH-007,"Compatible with BON-HT-GH-007
JARDÍN LA AZADA",,,,,
1239,91,BON-HT-GH-008,"Compatible with BON-HT-GH-008
JARDÍN LA AZADA",,,,,
1240,91,BON-HT-GH-009,"Compatible with BON-HT-GH-009
JARDÍN LA AZADA",,,,,
1241,91,BON-HT-GH-010,"Compatible with BON-HT-GH-010
JARDÍN LA AZADA",,,,,
1242,91,BON-HT-GH-011,"Compatible with BON-HT-GH-011
JARDÍN LA AZADA",,,,,
1243,91,BON-HT-WB-001,"Compatible with BON-HT-WB-001
BARRA DE DEMOLICIÓN",,,,,
1244,91,BON-HT-WB-002,"Compatible with BON-HT-WB-002
BARRA DE DEMOLICIÓN",,,,,
1245,91,BON-HT-CB-001,"Compatible with BON-HT-CB-001
BARRA DE PALANCA",,,,,
1246,91,BON-HT-CB-002,"Compatible with BON-HT-CB-002
BARRA DE PALANCA",,,,,
1250,91,BON-HT-CG-004,"Compatible with BON-HT-CG-004
PISTOLA DE CALAFATEO",,,,,
1251,91,BON-HT-CG-005,"Compatible with BON-HT-CG-005
PISTOLA DE CALAFATEO",,,,,
1253,91,BON-HT-TL-002,"Compatible with BON-HT-TL-002
PALETA DE LA CONSTRUCCIÓN",,,,,
1255,91,BON-HT-TL-004,"Compatible with BON-HT-TL-004
PALETA DE LA CONSTRUCCIÓN",,,,,
1256,91,BON-HT-TL-005,"Compatible with BON-HT-TL-005
PALETA DE LA CONSTRUCCIÓN",,,,,
1257,91,BON-HT-TL-006,"Compatible with BON-HT-TL-006
PALETA DE LA CONSTRUCCIÓN",,,,,
1258,91,BON-HT-TL-007,"Compatible with BON-HT-TL-007
PALETA DE LA CONSTRUCCIÓN",,,,,
1259,91,BON-HT-TL-008,"Compatible with BON-HT-TL-008
PALETA DE LA CONSTRUCCIÓN",,,,,
1260,91,BON-HT-TL-009,"Compatible with BON-HT-TL-009
PALETA DE LA CONSTRUCCIÓN",,,,,
1261,92,HELICE-DE-COLA-LARGA,Model,,,,,
1262,92,BON-LTP-A85,HÉLICE DE BARCO DE COLA LARGA,,,,,
1263,92,BON-LTP-A100,HÉLICE DE BARCO DE COLA LARGA,,,,,
1264,93,PROTECCION-PARA-LOS-OJOS,Model,,,,,
1265,93,BON-EP-0001,Compatible with GAFAS SEFTY,,,,,
1266,93,BON-EP-0002,Compatible with GAFAS SEFTY,,,,,
1267,93,BON-EP-0003,Compatible with GAFAS SEFTY,,,,,
1268,93,BON-EP-0004,Compatible with GAFAS SEFTY,,,,,
1269,93,BON-EP-0005,Compatible with GAFAS RESISTENTES,,,,,
1270,93,BON-EP-0006,Compatible with GAFAS RESISTENTES,,,,,
1271,93,BON-EP-0007,Compatible with GAFAS RESISTENTES CON PORTA VISERA,,,,,
1272,93,BON-EP-0008,Compatible with GAFAS RESISTENTES,,,,,
1273,93,BON-EP-0009,Compatible with VENTILACIÓN DIRECTA DE SEFTY GOGGLE,,,,,
1274,93,BON-EP-0010,"Compatible with VENTILACIÓN INDIRECTA
SEFTY GOGGL",,,,,
1275,93,BON-EP-0011,"Compatible with GAFAS SEFTY SIN
VENTILACIÓN",,,,,
1276,93,BON-EP-0012,Compatible with GAFAS SIMPLES,,,,,
1277,93,BON-EP-0013,Compatible with PROTECTOR LATERAL Y BRAZOS AJUSTABLES (LARGOS Y CORTADOS),,,,,
1278,93,BON-EP-0014,"Compatible with PROTECTOR LATERAL Y BRAZOS AJUSTABLES (ARRIBA Y ABAJO, AMARGAR Y ACORT",,,,,
1279,93,BON-EP-0015,Compatible with PROTECTOR LATERAL Y BRAZOS AJUSTABLES (LARGOS Y CORTADOS),,,,,
1280,93,BON-EP-0016,Compatible with PROTECTOR LATERAL Y BRAZOS AJUSTABLES (LARGOS Y CORTADOS),,,,,
1281,93,BON-EP-0017,"Compatible with PROTECTOR LATERAL Y BRAZOS AJUSTABLES (ARRIBA Y ABAJO, AMARGAR Y ACORT",,,,,
1282,93,BON-EP-0018,"Compatible with PROTECTOR LATERAL Y BRAZOS AJUSTABLES (ARRIBA Y ABAJO, AMARGAR Y ACORT",,,,,
1283,93,BON-EP-0019,Compatible with PROTECTOR LATERAL Y BRAZOS AJUSTABLES (LARGOS Y CORTADOS),,,,,
1284,93,BON-EP-0020,Compatible with PROTECTOR LATERAL Y BRAZOS AJUSTABLES (LARGOS Y CORTADOS),,,,,
1285,93,BON-EP-0021,Compatible with PROTECTOR LATERAL Y BRAZOS AJUSTABLES (LARGOS Y CORTADOS),,,,,
1286,93,BON-EP-0022,Compatible with PROTECTOR LATERAL Y BRAZOS AJUSTABLES (LARGOS Y CORTADOS),,,,,
1287,93,BON-EP-0023,Compatible with PROTECTOR LATERAL Y BRAZOS AJUSTABLES (LARGOS Y CORTADOS),,,,,
1288,93,BON-EP-0024,Compatible with PROTECTOR LATERAL Y BRAZOS AJUSTABLES (LARGOS Y CORTADOS),,,,,
1289,93,BON-EP-0025,Compatible with PROTECTOR LATERAL Y BRAZOS AJUSTABLES (LARGOS Y CORTADOS),,,,,
1290,93,BON-EP-0026,Compatible with ESCUDO LATERAL,,,,,
1291,93,BON-EP-0027,Compatible with ESCUDO LATERAL,,,,,
1292,93,BON-EP-0028,Compatible with ESCUDO LATERAL,,,,,
1293,94,PROTECCION-PARA-LA-CABEZA-COMBINACION-DE-CASCO,Model,,,,,
1294,94,BON-HP-0001,Compatible with KIT FORESTAL,,,,,
1295,94,BON-HP-0002,Compatible with KITS DE CASCOS DE SEGURIDAD DE MONTAÑA,,,,,
1296,94,BON-HP-0003,Compatible with KIT FORESTAL,,,,,
1297,94,BON-HP-0004,"Compatible with MALLA TACESHIELD CON
FUNDA RUN / SOL",,,,,
1298,94,BON-HP-0005,"Compatible with KIT FORESTAL CON
LLUVIA Y
PROTECCION",,,,,
1299,94,BON-HP-0006,Compatible with KIT FORESTAL,,,,,
1300,94,BON-HP-0007,Compatible with MALLA FACESHIELD,,,,,
1301,94,BON-HP-0008,Compatible with MALLA FACESHIELD,,,,,
